Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
48,Travel_Rarely,10999,3,32997,Research & Development,4,4,Life Sciences,1,1024,3,Male,3,Healthcare Representative,Single,3,0,3,3,15,4,No,No
41,Travel_Rarely,5003,3,15009,Research & Development,7,2,Medical,1,1025,4,Female,2,Manufacturing Director,Single,3,0,6,3,2,2,No,No
39,Travel_Rarely,12742,4,38226,Research & Development,1,1,Life Sciences,1,1026,4,Female,4,Manufacturing Director,Married,3,1,3,3,21,11,No,No
27,Travel_Rarely,4227,4,12681,Research & Development,2,4,Life Sciences,1,1027,1,Female,2,Manufacturing Director,Married,3,1,2,3,3,2,No,No
35,Travel_Rarely,3917,4,15668,Research & Development,10,3,Other,1,1028,2,Male,1,Laboratory Technician,Divorced,4,1,4,2,3,1,No,No
42,Travel_Rarely,18303,3,54909,Sales,5,2,Marketing,1,1029,4,Male,5,Manager,Married,3,0,3,4,1,0,No,No
50,Travel_Rarely,2380,4,7140,Research & Development,9,3,Life Sciences,1,1030,1,Male,1,Laboratory Technician,Married,3,0,5,3,1,0,No,No
59,Travel_Rarely,13726,4,41178,Research & Development,2,3,Life Sciences,1,1032,3,Female,4,Manufacturing Director,Single,3,0,4,3,5,4,Yes,No
37,Travel_Rarely,4777,2,14331,Research & Development,11,2,Medical,1,1033,1,Female,2,Healthcare Representative,Married,3,0,2,1,1,0,No,Yes
55,Travel_Frequently,6385,2,19155,Research & Development,18,4,Medical,1,1034,3,Male,2,Healthcare Representative,Married,3,2,3,3,8,6,Yes,No
41,Non-Travel,19973,3,79892,Research & Development,7,1,Life Sciences,1,1035,2,Female,5,Research Director,Divorced,4,2,3,3,21,5,No,No
38,Travel_Rarely,6861,4,20583,Sales,3,4,Life Sciences,1,1036,2,Male,2,Sales Executive,Single,3,0,1,3,1,0,Yes,No
26,Non-Travel,4969,1,14907,Sales,29,2,Medical,1,1037,2,Male,2,Sales Executive,Single,3,0,6,3,2,2,No,Yes
52,Travel_Rarely,19845,4,59535,Sales,2,1,Marketing,1,1038,1,Female,5,Manager,Married,3,1,3,3,32,6,No,Yes
44,Travel_Rarely,13320,4,39960,Sales,28,3,Medical,1,1039,4,Female,4,Sales Executive,Married,3,1,2,3,12,11,Yes,No
50,Non-Travel,6347,3,19041,Sales,1,3,Life Sciences,1,1040,4,Female,2,Sales Executive,Married,3,1,3,3,18,0,No,No
36,Travel_Rarely,2743,1,8229,Research & Development,16,4,Life Sciences,1,1042,3,Female,1,Laboratory Technician,Single,3,0,1,3,17,15,No,Yes
39,Travel_Frequently,10880,1,32640,Research & Development,22,3,Medical,1,1043,4,Female,3,Manufacturing Director,Single,3,0,2,3,21,2,Yes,No
33,Non-Travel,2342,4,7026,Sales,8,1,Life Sciences,1,1044,2,Female,1,Sales Representative,Single,3,0,2,2,2,2,No,No
45,Travel_Rarely,17650,4,52950,Sales,11,2,Life Sciences,1,1045,4,Female,4,Manager,Married,3,1,4,4,9,1,No,No
32,Non-Travel,4025,3,12075,Research & Development,29,4,Medical,1,1046,4,Female,1,Laboratory Technician,Single,3,0,2,3,8,7,No,No
34,Travel_Rarely,9725,4,29175,Sales,1,4,Marketing,1,1047,2,Male,2,Sales Executive,Divorced,3,1,2,2,15,0,No,No
59,Travel_Rarely,11904,4,35712,Sales,1,2,Technical Degree,1,1048,2,Male,3,Manager,Married,3,1,1,1,6,0,Yes,No
45,Travel_Rarely,2177,2,6531,Human Resources,24,4,Medical,1,1049,2,Male,1,Human Resources,Single,3,0,3,3,6,0,No,No
53,Travel_Frequently,7525,2,22575,Sales,2,3,Marketing,1,1050,3,Female,3,Sales Executive,Married,3,1,2,3,15,6,No,No
36,Travel_Rarely,4834,3,14502,Research & Development,15,3,Other,1,1052,1,Male,2,Laboratory Technician,Divorced,3,1,3,2,1,0,No,Yes
26,Travel_Frequently,2042,1,6126,Research & Development,2,3,Life Sciences,1,1053,1,Male,1,Research Scientist,Married,3,1,2,3,3,1,Yes,Yes
34,Travel_Rarely,2220,3,6660,Sales,10,4,Life Sciences,1,1055,3,Female,1,Sales Representative,Married,3,1,2,3,1,0,Yes,No
28,Travel_Rarely,1052,2,4208,Sales,10,1,Medical,1,1056,4,Male,1,Sales Representative,Married,4,0,5,3,1,0,No,No
38,Travel_Frequently,2821,3,8463,Research & Development,3,4,Other,1,1060,3,Male,1,Research Scientist,Married,3,1,2,3,2,2,No,No
50,Travel_Rarely,19237,3,57711,Research & Development,2,4,Medical,1,1061,2,Male,5,Research Director,Married,3,1,2,2,8,7,Yes,No
37,Travel_Rarely,4107,2,12321,Research & Development,3,3,Other,1,1062,4,Female,2,Healthcare Representative,Single,3,0,3,2,4,0,No,No
40,Travel_Rarely,8396,1,25188,Sales,26,3,Marketing,1,1066,3,Male,2,Sales Executive,Married,3,1,3,2,7,7,No,No
26,Travel_Frequently,2007,3,6021,Research & Development,1,1,Medical,1,1068,1,Female,1,Research Scientist,Divorced,3,2,5,3,5,1,No,No
46,Travel_Rarely,19627,4,58881,Research & Development,1,4,Medical,1,1069,4,Male,5,Research Director,Divorced,3,2,0,3,2,2,No,No
54,Travel_Rarely,10686,3,32058,Sales,2,4,Life Sciences,1,1070,3,Female,3,Sales Executive,Married,3,1,4,3,9,7,No,No
56,Travel_Frequently,2942,3,8826,Research & Development,9,3,Medical,1,1071,1,Female,1,Research Scientist,Married,3,1,4,3,5,0,No,No
36,Travel_Rarely,8858,4,26574,Research & Development,12,5,Medical,1,1073,4,Female,3,Manufacturing Director,Single,3,0,2,2,14,7,No,No
55,Non-Travel,16756,1,50268,Research & Development,2,1,Medical,1,1074,3,Male,4,Manager,Single,3,0,3,4,9,6,No,No
43,Travel_Rarely,10798,4,32394,Sales,25,3,Medical,1,1076,3,Male,3,Sales Executive,Divorced,3,1,5,3,1,0,No,No
20,Travel_Frequently,2323,4,6969,Sales,9,3,Marketing,1,1077,4,Female,1,Sales Representative,Single,3,0,3,3,2,0,Yes,Yes
21,Travel_Rarely,1416,1,4248,Research & Development,10,3,Life Sciences,1,1079,3,Female,1,Laboratory Technician,Single,3,0,6,2,1,1,No,Yes
46,Travel_Rarely,4615,1,18460,Research & Development,8,4,Life Sciences,1,1080,4,Female,2,Research Scientist,Divorced,4,3,2,3,16,1,Yes,No
51,Travel_Rarely,2461,3,7383,Research & Development,4,4,Life Sciences,1,1081,1,Male,1,Research Scientist,Married,3,3,2,4,10,2,Yes,Yes
28,Non-Travel,8722,1,26166,Research & Development,24,2,Technical Degree,1,1082,2,Male,3,Healthcare Representative,Single,3,0,2,2,10,1,No,Yes
26,Travel_Rarely,3955,1,11865,Research & Development,1,2,Medical,1,1083,1,Male,1,Laboratory Technician,Married,3,2,2,3,5,1,No,No
30,Travel_Rarely,9957,1,29871,Research & Development,20,3,Other,1,1084,3,Male,2,Manufacturing Director,Married,3,1,1,2,6,0,No,No
41,Travel_Rarely,3376,3,10128,Research & Development,7,2,Technical Degree,1,1085,2,Female,1,Research Scientist,Married,3,0,3,3,10,0,No,No
38,Travel_Rarely,8823,3,26469,Research & Development,17,1,Life Sciences,1,1088,3,Female,3,Healthcare Representative,Married,3,1,4,2,19,1,No,No
40,Travel_Rarely,10322,4,41288,Research & Development,20,4,Technical Degree,1,1092,1,Male,3,Healthcare Representative,Married,4,1,6,3,11,11,No,No
27,Non-Travel,4621,3,13863,Research & Development,8,5,Life Sciences,1,1094,1,Male,1,Laboratory Technician,Married,3,3,4,3,3,1,No,No
55,Travel_Frequently,10976,2,32928,Research & Development,2,1,Life Sciences,1,1096,4,Male,3,Manufacturing Director,Married,3,1,4,3,3,1,No,No
28,Travel_Rarely,3660,3,10980,Research & Development,10,3,Other,1,1097,3,Female,2,Research Scientist,Single,3,0,4,4,8,1,No,No
44,Travel_Rarely,10482,1,31446,Human Resources,1,2,Medical,1,1098,2,Male,3,Human Resources,Married,3,1,1,3,20,3,No,Yes
33,Travel_Rarely,7119,4,21357,Research & Development,5,3,Life Sciences,1,1099,4,Male,3,Healthcare Representative,Divorced,3,1,2,3,3,1,No,No
35,Travel_Rarely,9582,1,38328,Sales,4,3,Technical Degree,1,1100,4,Male,3,Sales Executive,Single,4,0,2,3,8,4,Yes,Yes
33,Travel_Frequently,4508,3,18032,Research & Development,29,4,Medical,1,1101,1,Female,2,Research Scientist,Single,4,0,4,3,13,3,No,Yes
28,Travel_Rarely,2207,3,6621,Research & Development,15,2,Life Sciences,1,1102,1,Male,1,Laboratory Technician,Divorced,3,1,5,2,4,2,No,No
34,Travel_Frequently,7756,4,23268,Research & Development,3,1,Life Sciences,1,1103,1,Male,2,Healthcare Representative,Single,3,0,1,2,6,0,No,No
37,Travel_Rarely,6694,4,20082,Sales,10,4,Life Sciences,1,1105,4,Female,2,Sales Executive,Divorced,3,3,5,3,1,0,Yes,No
25,Travel_Rarely,3691,4,11073,Research & Development,4,1,Technical Degree,1,1106,4,Male,1,Laboratory Technician,Married,3,1,3,4,7,5,Yes,Yes
26,Travel_Rarely,2377,3,9508,Research & Development,21,3,Medical,1,1107,1,Male,1,Laboratory Technician,Divorced,4,1,0,2,1,0,No,Yes
33,Travel_Rarely,2313,2,9252,Research & Development,25,3,Medical,1,1108,1,Male,1,Research Scientist,Single,4,0,0,3,2,2,Yes,Yes
42,Travel_Rarely,17665,1,52995,Research & Development,2,2,Medical,1,1109,4,Male,4,Manager,Married,3,1,3,3,22,13,No,No
28,Travel_Frequently,2596,2,7788,Research & Development,1,3,Medical,1,1111,1,Male,1,Laboratory Technician,Divorced,3,2,2,3,1,0,No,Yes
50,Travel_Frequently,4728,3,14184,Sales,1,4,Other,1,1113,4,Male,2,Sales Executive,Single,3,0,4,3,0,0,Yes,Yes
33,Travel_Frequently,4302,2,12906,Sales,7,3,Life Sciences,1,1114,4,Female,2,Sales Executive,Married,3,1,3,3,3,0,No,No
34,Non-Travel,2979,4,8937,Research & Development,3,4,Life Sciences,1,1115,3,Male,1,Research Scientist,Married,3,3,2,3,0,0,No,No
48,Non-Travel,16885,4,67540,Research & Development,1,4,Medical,1,1116,1,Male,4,Manager,Single,4,0,3,2,5,2,No,No
45,Non-Travel,5593,3,16779,Sales,9,4,Life Sciences,1,1117,2,Female,2,Sales Executive,Married,3,1,2,3,15,4,No,No
52,Travel_Rarely,10445,2,31335,Research & Development,7,4,Life Sciences,1,1118,2,Male,3,Healthcare Representative,Single,3,0,4,3,8,4,No,No
38,Travel_Rarely,8740,3,26220,Sales,10,4,Marketing,1,1119,3,Male,3,Sales Executive,Divorced,3,2,2,3,8,2,Yes,No
29,Travel_Rarely,2514,4,10056,Research & Development,28,4,Life Sciences,1,1120,3,Female,1,Research Scientist,Divorced,4,1,1,3,7,1,No,No
28,Travel_Rarely,7655,2,22965,Research & Development,3,3,Medical,1,1121,4,Female,3,Manufacturing Director,Divorced,3,3,3,2,9,1,No,No
46,Travel_Rarely,17465,3,52395,Sales,3,1,Marketing,1,1124,1,Male,4,Manager,Married,3,1,3,3,12,4,No,No
38,Travel_Rarely,7351,2,22053,Sales,2,2,Marketing,1,1125,4,Male,3,Sales Executive,Single,3,0,2,3,1,0,No,No
43,Travel_Frequently,10820,1,32460,Research & Development,27,3,Life Sciences,1,1126,3,Female,3,Manufacturing Director,Married,3,1,1,3,8,0,No,No
39,Travel_Frequently,12169,4,36507,Research & Development,2,3,Life Sciences,1,1127,1,Male,4,Healthcare Representative,Divorced,3,3,4,3,18,11,No,Yes
40,Travel_Rarely,19626,3,58878,Research & Development,14,3,Medical,1,1128,3,Male,5,Research Director,Single,3,0,2,4,20,4,No,No
21,Travel_Rarely,2070,2,6210,Research & Development,1,1,Technical Degree,1,1131,4,Female,1,Research Scientist,Single,3,0,6,4,2,2,Yes,No
39,Non-Travel,6782,2,20346,Research & Development,9,3,Life Sciences,1,1132,3,Male,2,Laboratory Technician,Single,3,0,2,2,5,0,No,No
36,Non-Travel,7779,4,31116,Research & Development,18,4,Life Sciences,1,1133,1,Male,2,Manufacturing Director,Single,4,0,0,3,11,0,No,No
31,Travel_Frequently,2791,4,8373,Sales,20,3,Life Sciences,1,1135,3,Male,1,Sales Representative,Married,3,1,4,3,2,2,No,No
28,Travel_Rarely,3201,2,9603,Research & Development,2,1,Life Sciences,1,1136,1,Male,1,Research Scientist,Married,3,0,2,1,5,0,No,No
35,Travel_Frequently,4968,4,14904,Sales,11,2,Marketing,1,1137,4,Male,2,Sales Executive,Divorced,3,1,3,3,5,0,No,No
49,Travel_Rarely,13120,2,39360,Sales,8,4,Technical Degree,1,1138,4,Male,4,Sales Executive,Married,3,1,3,3,9,2,No,No
34,Travel_Frequently,4033,3,12099,Research & Development,2,2,Life Sciences,1,1140,4,Male,2,Manufacturing Director,Single,3,0,3,2,3,0,No,No
29,Travel_Frequently,3291,2,9873,Research & Development,10,3,Life Sciences,1,1143,4,Female,1,Research Scientist,Divorced,3,2,2,2,7,1,No,No
42,Travel_Rarely,4272,4,12816,Research & Development,29,3,Medical,1,1148,2,Male,2,Laboratory Technician,Single,3,0,3,3,1,0,No,No
29,Travel_Rarely,5056,4,15168,Research & Development,8,1,Medical,1,1150,2,Male,2,Manufacturing Director,Married,3,1,2,2,10,1,Yes,No
38,Travel_Rarely,2844,3,8532,Human Resources,1,3,Human Resources,1,1152,3,Male,1,Human Resources,Married,3,1,2,4,7,5,No,No
28,Travel_Frequently,2703,3,8109,Research & Development,6,3,Life Sciences,1,1154,3,Male,1,Research Scientist,Divorced,3,1,2,3,3,0,Yes,No
18,Non-Travel,1904,3,5712,Research & Development,8,1,Medical,1,1156,3,Male,1,Laboratory Technician,Single,3,0,0,3,0,0,No,Yes
33,Travel_Rarely,8224,1,24672,Sales,9,4,Marketing,1,1157,1,Female,2,Sales Executive,Single,3,0,3,3,5,0,Yes,Yes
41,Travel_Rarely,4766,4,14298,Research & Development,12,4,Life Sciences,1,1158,2,Male,1,Laboratory Technician,Married,3,1,4,3,1,0,Yes,No
31,Travel_Frequently,2610,3,7830,Research & Development,15,3,Medical,1,1160,3,Male,1,Laboratory Technician,Married,3,1,5,2,2,2,No,Yes
37,Travel_Rarely,5731,4,17193,Research & Development,25,2,Medical,1,1161,3,Female,2,Healthcare Representative,Divorced,3,2,2,3,6,1,No,No
27,Travel_Rarely,2539,3,7617,Research & Development,6,3,Life Sciences,1,1162,4,Male,1,Research Scientist,Married,3,1,0,3,4,2,No,No
34,Travel_Rarely,5714,3,22856,Sales,9,1,Life Sciences,1,1163,2,Female,2,Sales Executive,Married,4,0,3,2,6,1,No,No
35,Travel_Rarely,4323,3,12969,Human Resources,8,4,Technical Degree,1,1164,3,Male,1,Human Resources,Single,3,0,2,1,5,1,No,No
29,Travel_Rarely,7336,1,22008,Sales,23,1,Life Sciences,1,1165,4,Female,3,Sales Executive,Married,3,1,3,1,11,3,No,Yes
40,Travel_Frequently,13499,3,40497,Research & Development,9,4,Medical,1,1166,2,Female,3,Research Director,Single,3,0,3,2,18,2,No,No
42,Travel_Frequently,13758,1,41274,Sales,12,3,Life Sciences,1,1167,3,Male,4,Sales Executive,Single,3,0,2,2,21,13,Yes,Yes
42,Travel_Rarely,5155,1,15465,Sales,4,4,Marketing,1,1171,2,Male,2,Sales Executive,Single,3,0,3,4,6,1,No,No
35,Travel_Rarely,2258,3,6774,Research & Development,1,4,Medical,1,1172,4,Male,1,Laboratory Technician,Married,3,1,2,3,8,1,No,No
24,Travel_Rarely,3597,2,14388,Research & Development,24,3,Medical,1,1173,4,Male,1,Laboratory Technician,Single,4,0,2,3,4,1,No,No
28,Travel_Rarely,2515,4,7545,Research & Development,12,1,Life Sciences,1,1175,3,Female,1,Laboratory Technician,Married,3,0,4,2,1,0,Yes,Yes
26,Travel_Rarely,4420,4,17680,Research & Development,3,4,Medical,1,1177,1,Male,1,Laboratory Technician,Married,4,1,2,3,8,0,No,No
30,Travel_Rarely,6578,3,19734,Sales,10,3,Marketing,1,1179,3,Male,2,Sales Executive,Married,3,1,3,3,10,1,No,No
40,Travel_Frequently,4422,4,13266,Research & Development,26,2,Medical,1,1180,3,Female,2,Research Scientist,Married,3,1,3,1,1,0,Yes,No
35,Travel_Rarely,10274,2,30822,Research & Development,2,3,Life Sciences,1,1182,3,Male,3,Manufacturing Director,Divorced,3,1,2,4,7,6,No,No
34,Travel_Frequently,5343,1,21372,Research & Development,1,3,Medical,1,1184,4,Male,2,Healthcare Representative,Single,4,0,3,3,13,4,No,No
35,Travel_Frequently,2376,4,7128,Research & Development,4,4,Other,1,1185,4,Male,1,Laboratory Technician,Married,3,1,2,4,2,2,No,No
43,Travel_Rarely,5346,3,16038,Sales,9,3,Marketing,1,1188,1,Female,2,Sales Executive,Single,3,0,2,2,4,1,No,Yes
32,Non-Travel,2827,1,8481,Sales,2,1,Life Sciences,1,1190,3,Female,1,Sales Representative,Divorced,3,3,3,3,1,0,No,No
56,Travel_Rarely,19943,1,59829,Research & Development,4,4,Technical Degree,1,1191,4,Female,5,Manager,Divorced,3,1,2,3,5,4,No,No
29,Travel_Rarely,3131,4,9393,Research & Development,6,1,Medical,1,1192,2,Female,1,Laboratory Technician,Married,3,1,5,3,10,0,No,No
19,Travel_Rarely,2552,1,10208,Research & Development,9,2,Life Sciences,1,1193,3,Male,1,Research Scientist,Single,4,0,4,3,1,0,No,No
45,Travel_Rarely,4477,3,13431,Research & Development,7,3,Medical,1,1195,1,Female,1,Research Scientist,Married,3,1,2,2,3,0,Yes,No
37,Travel_Rarely,6474,4,19422,Research & Development,1,3,Life Sciences,1,1196,4,Female,2,Manufacturing Director,Married,3,1,2,2,14,3,No,No
20,Travel_Rarely,3033,3,9099,Research & Development,3,3,Life Sciences,1,1198,1,Male,1,Laboratory Technician,Single,3,0,2,2,2,1,No,No
44,Travel_Rarely,2936,3,8808,Research & Development,10,4,Life Sciences,1,1200,3,Male,1,Research Scientist,Single,3,0,4,3,6,0,Yes,Yes
53,Travel_Rarely,18606,3,55818,Research & Development,7,2,Medical,1,1201,4,Female,5,Manager,Divorced,3,1,6,3,7,4,No,No
29,Travel_Rarely,2168,4,6504,Research & Development,15,1,Life Sciences,1,1202,2,Female,1,Research Scientist,Married,3,1,2,2,5,1,Yes,No
22,Travel_Frequently,2853,4,8559,Research & Development,3,4,Life Sciences,1,1203,3,Male,1,Research Scientist,Married,3,1,5,3,0,0,Yes,Yes
46,Travel_Rarely,17048,1,68192,Sales,2,3,Marketing,1,1204,3,Female,4,Manager,Married,4,0,2,3,26,15,No,No
44,Non-Travel,2290,3,6870,Research & Development,17,3,Life Sciences,1,1206,4,Male,1,Research Scientist,Single,3,0,3,3,0,0,No,No
33,Travel_Rarely,3600,3,10800,Human Resources,2,3,Human Resources,1,1207,2,Male,1,Human Resources,Married,3,1,2,3,5,1,No,No
41,Non-Travel,2107,1,6321,Research & Development,5,2,Life Sciences,1,1210,1,Male,1,Research Scientist,Divorced,3,1,2,1,1,0,No,Yes
30,Travel_Rarely,4115,1,12345,Sales,29,4,Life Sciences,1,1211,3,Male,2,Sales Executive,Divorced,3,3,3,3,4,0,No,No
40,Travel_Frequently,4327,2,12981,Sales,2,4,Medical,1,1212,2,Male,2,Sales Executive,Married,3,3,2,3,0,0,No,No
50,Travel_Frequently,17856,1,71424,Research & Development,2,3,Medical,1,1215,4,Female,4,Manager,Married,4,1,3,3,2,2,No,No
28,Travel_Rarely,3196,1,9588,Research & Development,19,4,Medical,1,1216,4,Male,1,Laboratory Technician,Married,3,3,2,3,6,3,No,No
46,Travel_Rarely,19081,2,57243,Research & Development,15,2,Life Sciences,1,1217,4,Male,5,Research Director,Married,3,1,2,3,4,0,No,No
35,Travel_Rarely,8966,1,26898,Sales,17,4,Life Sciences,1,1218,3,Male,2,Sales Executive,Married,3,3,2,3,7,1,Yes,No
24,Travel_Rarely,2210,2,6630,Research & Development,17,2,Life Sciences,1,1219,4,Female,1,Laboratory Technician,Married,3,1,3,1,1,0,No,Yes
33,Travel_Frequently,4539,3,13617,Sales,25,3,Medical,1,1220,2,Female,2,Sales Executive,Married,3,1,3,2,10,0,No,No
36,Travel_Rarely,2741,3,8223,Research & Development,6,4,Life Sciences,1,1221,3,Male,1,Laboratory Technician,Divorced,3,1,4,3,7,1,No,No
30,Travel_Rarely,3491,3,10473,Research & Development,7,4,Life Sciences,1,1224,3,Male,2,Laboratory Technician,Divorced,3,3,4,2,10,8,No,No
44,Travel_Rarely,4541,4,18164,Research & Development,29,4,Other,1,1225,4,Male,2,Research Scientist,Single,4,0,3,3,20,13,No,No
20,Travel_Rarely,2678,4,8034,Sales,21,3,Marketing,1,1226,3,Male,1,Sales Representative,Single,3,0,2,3,2,2,No,No
46,Travel_Rarely,7379,4,22137,Research & Development,2,4,Technical Degree,1,1228,4,Male,2,Manufacturing Director,Divorced,3,1,3,2,6,1,No,No
42,Non-Travel,6272,1,18816,Human Resources,2,5,Medical,1,1231,4,Male,2,Human Resources,Married,3,1,3,4,4,0,No,No
60,Travel_Rarely,5220,4,15660,Sales,7,4,Marketing,1,1233,2,Male,2,Sales Executive,Divorced,3,1,3,3,11,1,Yes,No
32,Travel_Frequently,2743,2,10972,Research & Development,13,3,Other,1,1234,3,Female,1,Laboratory Technician,Married,4,1,2,3,2,2,No,No
32,Travel_Frequently,4998,3,14994,Research & Development,2,2,Life Sciences,1,1235,4,Female,2,Research Scientist,Single,3,0,2,3,8,0,Yes,No
36,Travel_Rarely,10252,1,41008,Research & Development,1,3,Technical Degree,1,1237,3,Female,3,Manufacturing Director,Divorced,4,1,2,3,7,7,Yes,No
33,Travel_Rarely,2781,4,8343,Research & Development,9,3,Medical,1,1238,1,Male,1,Research Scientist,Married,3,1,5,3,14,4,No,No
40,Travel_Rarely,6852,2,20556,Sales,10,3,Technical Degree,1,1239,2,Female,2,Sales Executive,Divorced,3,1,2,4,5,1,No,No
25,Travel_Rarely,4950,4,14850,Sales,10,4,Life Sciences,1,1240,3,Male,2,Sales Executive,Single,3,0,4,3,4,1,No,No
30,Travel_Rarely,3579,2,14316,Research & Development,1,3,Medical,1,1241,4,Male,1,Research Scientist,Married,4,1,2,3,11,5,Yes,No
42,Travel_Frequently,13191,1,39573,Research & Development,26,5,Medical,1,1242,1,Female,3,Research Director,Married,3,0,6,3,1,0,Yes,No
35,Non-Travel,10377,4,31131,Sales,8,2,Marketing,1,1243,3,Female,3,Sales Executive,Married,3,1,6,2,13,4,Yes,No
27,Travel_Rarely,2235,1,6705,Research & Development,14,3,Life Sciences,1,1244,1,Male,1,Research Scientist,Married,3,2,3,2,9,6,Yes,No
54,Travel_Frequently,10502,3,31506,Research & Development,1,4,Life Sciences,1,1245,4,Female,3,Manufacturing Director,Divorced,3,1,2,1,5,1,No,No
44,Travel_Rarely,2011,4,6033,Research & Development,2,1,Life Sciences,1,1246,1,Female,1,Research Scientist,Married,3,1,5,3,10,7,No,No
19,Non-Travel,1859,2,7436,Research & Development,10,3,Medical,1,1248,1,Female,1,Research Scientist,Single,4,0,2,4,1,0,Yes,Yes
29,Travel_Rarely,3760,4,11280,Research & Development,1,3,Life Sciences,1,1249,1,Female,1,Research Scientist,Divorced,3,3,5,3,3,1,No,No
54,Travel_Rarely,17779,4,53337,Research & Development,3,3,Life Sciences,1,1250,4,Male,4,Research Director,Married,3,0,2,3,10,0,No,No
31,Travel_Rarely,6833,1,20499,Research & Development,11,2,Medical,1,1251,3,Male,2,Healthcare Representative,Married,3,0,2,2,6,0,Yes,No
31,Travel_Rarely,6812,1,20436,Research & Development,24,3,Medical,1,1252,3,Female,2,Healthcare Representative,Single,3,0,2,3,10,1,No,No
59,Travel_Rarely,5171,4,15513,Sales,3,3,Life Sciences,1,1254,3,Female,2,Sales Executive,Single,3,0,2,3,6,0,No,No
43,Travel_Rarely,19740,4,59220,Research & Development,3,3,Life Sciences,1,1255,3,Male,5,Research Director,Married,3,1,2,3,8,0,No,No
49,Travel_Rarely,18711,3,56133,Research & Development,4,2,Medical,1,1256,1,Male,5,Manager,Married,3,1,2,4,1,0,No,No
36,Travel_Frequently,3692,2,11076,Research & Development,3,3,Technical Degree,1,1257,3,Male,1,Research Scientist,Married,3,0,2,2,11,0,No,No
48,Travel_Rarely,2559,2,7677,Research & Development,2,2,Technical Degree,1,1258,4,Male,1,Laboratory Technician,Single,3,0,4,2,1,0,No,No
27,Travel_Rarely,2517,3,7551,Research & Development,4,2,Life Sciences,1,1259,1,Male,1,Research Scientist,Divorced,3,3,2,3,5,0,No,No
29,Travel_Rarely,6623,4,19869,Research & Development,7,3,Life Sciences,1,1260,3,Male,2,Healthcare Representative,Divorced,3,2,2,3,6,1,Yes,No
48,Travel_Rarely,18265,4,54795,Research & Development,1,3,Life Sciences,1,1263,4,Male,5,Research Director,Single,3,0,3,4,1,0,No,No
29,Travel_Rarely,16124,4,48372,Research & Development,1,3,Life Sciences,1,1264,4,Female,4,Research Director,Divorced,3,2,2,2,7,1,No,No
34,Travel_Rarely,2585,3,7755,Research & Development,20,3,Technical Degree,1,1265,3,Female,1,Research Scientist,Married,3,0,5,2,1,0,No,No
44,Travel_Rarely,18213,2,54639,Sales,5,3,Marketing,1,1267,2,Male,5,Manager,Married,3,1,5,3,22,3,No,No
33,Travel_Rarely,8380,3,25140,Sales,10,5,Marketing,1,1268,4,Male,3,Sales Executive,Divorced,3,2,3,3,9,0,Yes,No
19,Travel_Rarely,2994,4,8982,Research & Development,25,3,Life Sciences,1,1269,2,Female,1,Research Scientist,Single,3,0,2,3,1,0,Yes,No
23,Travel_Rarely,1223,3,4892,Research & Development,1,2,Life Sciences,1,1270,4,Male,1,Research Scientist,Married,4,1,2,3,1,0,No,No
25,Travel_Frequently,1118,4,3354,Sales,24,1,Life Sciences,1,1273,3,Male,1,Sales Representative,Single,3,0,4,3,1,1,Yes,Yes
26,Travel_Rarely,2875,4,11500,Research & Development,4,2,Life Sciences,1,1275,3,Male,1,Research Scientist,Single,4,0,2,2,8,2,Yes,No
45,Travel_Rarely,18824,2,56472,Sales,2,3,Marketing,1,1277,1,Female,5,Manager,Single,3,0,2,3,24,1,Yes,Yes
55,Non-Travel,13577,2,40731,Research & Development,8,1,Medical,1,1278,4,Male,4,Healthcare Representative,Divorced,3,1,3,3,33,15,Yes,No
21,Travel_Frequently,2625,3,10500,Research & Development,10,2,Life Sciences,1,1279,1,Female,1,Laboratory Technician,Single,4,0,2,1,2,2,No,Yes
46,Travel_Rarely,18789,2,56367,Sales,4,2,Marketing,1,1280,4,Female,5,Manager,Married,3,1,2,3,11,0,No,No
34,Travel_Rarely,4538,1,13614,Sales,2,3,Marketing,1,1281,3,Female,2,Sales Executive,Single,3,0,3,3,3,0,Yes,No
51,Travel_Frequently,19847,2,79388,Sales,9,3,Life Sciences,1,1282,4,Male,5,Manager,Divorced,4,1,5,2,29,11,Yes,No
59,Travel_Rarely,10512,4,31536,Research & Development,18,4,Medical,1,1283,4,Male,3,Manufacturing Director,Single,3,0,6,2,9,5,No,No
34,Travel_Frequently,4444,2,13332,Research & Development,19,3,Medical,1,1285,3,Female,2,Laboratory Technician,Divorced,3,2,2,4,11,5,No,No
28,Travel_Frequently,2154,3,6462,Research & Development,1,4,Medical,1,1286,4,Male,1,Laboratory Technician,Single,3,0,2,2,4,0,Yes,No
44,Travel_Rarely,19190,1,57570,Research & Development,4,2,Life Sciences,1,1288,3,Male,5,Manager,Divorced,3,2,4,2,25,14,No,No
34,Travel_Frequently,4490,2,13470,Human Resources,11,3,Life Sciences,1,1289,3,Male,2,Human Resources,Married,3,2,5,4,10,1,No,No
